Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_RAVE_central,0,0,20,5.90,782.80,132.68
MCTS_PUCT,20,0,0,6.40,1115.15,174.24
