Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.0,9,0,11,10.55,1568.00,148.63
MCTS_exp1.5,11,0,9,10.60,1579.50,149.01
