Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp0.5,13,0,7,10.85,1551.85,143.03
MCTS_exp2.5,7,0,13,10.70,1524.85,142.51
