Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp2.0,11,0,9,11.00,1594.65,144.97
MCTS_exp2.5,9,0,11,10.95,1579.75,144.27
