Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.0,15,0,5,10.55,1558.25,147.70
MCTS_exp4.0,5,0,15,10.30,1476.10,143.31
