Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.0,12,0,8,11.35,1613.25,142.14
MCTS_exp2.5,8,0,12,11.25,1582.20,140.64
