Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp0.5,12,0,8,10.45,1542.90,147.65
MCTS_exp4.5,8,0,12,10.35,1496.85,144.62
