Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp2.0,9,1,10,10.45,1526.55,146.08
MCTS_exp4.5,10,1,9,10.45,1516.80,145.15
