Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp0.5,12,0,8,12.35,1778.70,144.02
MCTS_exp4.0,8,0,12,12.25,1748.80,142.76
