Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.5,10,0,10,10.50,1532.40,145.94
MCTS_exp2.5,10,0,10,10.50,1536.70,146.35
