Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp3.5,12,1,7,11.25,1649.55,146.63
MCTS_exp4.0,7,1,12,11.10,1615.25,145.52
