Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.5,7,0,13,10.60,1553.50,146.56
MCTS_exp2.0,13,0,7,10.75,1574.80,146.49
