Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp0.5,16,0,4,12.85,1822.70,141.84
MCTS_exp3.5,4,0,16,12.55,1752.50,139.64
