Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp2.5,12,0,8,9.45,1380.35,146.07
MCTS_exp4.5,8,0,12,9.35,1362.45,145.72
