Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.5,16,1,3,12.35,1801.95,145.91
MCTS_exp4.5,3,1,16,12.00,1718.15,143.18
