Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp2.5,13,0,7,11.10,1652.75,148.90
MCTS_exp3.0,7,0,13,10.95,1617.10,147.68
