Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp2.5,11,0,9,11.25,1661.90,147.72
MCTS_exp4.0,9,0,11,11.20,1632.35,145.75
