Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.0,17,0,3,10.90,1598.00,146.61
MCTS_exp3.5,3,0,17,10.55,1494.85,141.69
