Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp2.0,11,0,9,11.70,1702.90,145.55
MCTS_exp4.0,9,0,11,11.65,1693.70,145.38
