Tree,Wins,Draws,Losses,Avg_moves,Avg_playouts,Avg_playouts_per_move
MCTS_exp1.5,10,0,10,9.25,1396.60,150.98
MCTS_exp3.5,10,0,10,9.25,1384.75,149.70
